# timestamp [ns], tx [m], ty [m], tz [m], qw, qx, qy, qz
7465093169994,-0.7000877261,0.4201830924,0.3247402608,0.7376456261,-0.6693149209,0.0519595966,-0.0720886663
7465126453394,-0.7000429432000056,0.4202103282000084,0.3246693511999998,0.7376125491118702,-0.6693576827178714,0.0519479648834229,-0.07203769099381876
7465159742594,-0.6999981592000106,0.4202375654000164,0.3245984235999996,0.7375795022214933,-0.6694004845283664,0.05193633368427884,-0.07198671029653872
7465193037794,-0.6999533739000154,0.42026480430002366,0.32452747769999934,0.7375464452222579,-0.6694432902308232,0.0519247000845112,-0.07193572009839352
7465226321594,-0.6999086108000196,0.4202920305000303,0.32445655059999917,0.7375133953742689,-0.669486077489023,0.051913070181312075,-0.0718847468954955
7465259611794,-0.6998638458000237,0.4203192586000363,0.324385604199999,0.7374803349885583,-0.6695288692037539,0.051901437782497395,-0.07183376339867006
7465292898794,-0.6998190918000272,0.4203464808000416,0.3243146591999989,0.7374472736003398,-0.6695716530162107,0.051889806183506186,-0.07178278450159832
7465326188294,-0.6997743413000302,0.42037370170004634,0.3242437032999988,0.7374142055933733,-0.6696144362116461,0.05187817338319602,-0.07173180140270131
7465359478694,-0.6997295963000328,0.4204009201000505,0.3241727398999987,0.737381132490379,-0.6696572168106877,0.051866540083165755,-0.07168081640419126
7465392767994,-0.6996848596000352,0.420428134200054,0.32410177329999856,0.7373480562941123,-0.6696999922158389,0.05185490678360894,-0.07162983280633485
7465426056294,-0.6996401310000371,0.42045534430005677,0.32403080329999845,0.7373149768726064,-0.6697427625980652,0.05184327358227767,-0.07157885030602751
7465459346694,-0.6995954063000384,0.42048255270005896,0.32395982329999845,0.7372818912794566,-0.6697855318060478,0.05183163928294077,-0.07152786410847398
7465492636594,-0.6995506891000395,0.42050975730006057,0.32388883889999837,0.7372488019810315,-0.669828296609239,0.05182000488323311,-0.07147687831040785
7465525926094,-0.6995059792000402,0.4205369584000615,0.3238178496999984,0.7372157088930158,-0.669871057121889,0.051808370384257264,-0.07142589271334984
