# timestamp [ns], tx [m], ty [m], tz [m], qw, qx, qy, qz
7465093169994,-0.701963,0.456254,0.337736,0.737106,-0.670176,0.0560495,-0.0663186
7465126453394,-0.7019511990366241,0.4562739386439823,0.33770991847352183,0.7370679992756335,-0.6702228516748231,0.05601779398444722,-0.06628801018132113
7465159742594,-0.7019393945975325,0.4562938744457695,0.3376838307425547,0.7370302916164656,-0.6702699874075517,0.05598610828460885,-0.06625744410684947
7465193037794,-0.7019275866742942,0.4563138076596096,0.3376577367784386,0.7369925711504081,-0.6703171295347393,0.05595441944082389,-0.06622687420117755
7465226321594,-0.7019157815332913,0.4563337277036768,0.3376316502411822,0.7369548575749406,-0.6703642534523214,0.055922744030695526,-0.06619631628790341
7465259611794,-0.7019039727036887,0.4563536452714637,0.33760555700721495,0.7369171307073081,-0.6704113843795675,0.0558910651414298,-0.06616575399507307
7465292898794,-0.7018921635766203,0.4563735546707376,0.3375794648415079,0.736879401429015,-0.6704585087076357,0.05585939185009209,-0.06613519632758319
7465326188294,-0.7018803522947599,0.45639345924851726,0.3375533691257858,0.7368416633246978,-0.6705056344643021,0.055827718724331586,-0.06610463798065379
7465359478694,-0.7018685392732943,0.4564133581562265,0.33752727110141034,0.7368039181401991,-0.6705527594607275,0.05579604742927331,-0.06607408027453024
7465392767994,-0.7018567253319516,0.4564332500331122,0.33750117237365324,0.7367661681608595,-0.6705998808395168,0.055764379669341856,-0.06604352528207118
7465426056294,-0.7018449103700239,0.4564531351574533,0.3374750728748746,0.7367284132398751,-0.6706469987835033,0.05573271548200251,-0.06601297276094964
7465459346694,-0.7018330932505212,0.45647301514686045,0.33744897018267134,0.7366906499962561,-0.6706941175457178,0.05570105180727586,-0.06598241981943265
7465492636594,-0.7018212750012017,0.45649288847299985,0.337422866392822,0.7366528812612577,-0.6707412335566817,0.05566939120668365,-0.06595186895779201
7465525926094,-0.7018094555234959,0.45651275541375685,0.3373967612379469,0.7366151069364538,-0.6707883469432101,0.05563773362158264,-0.0659213200387113
7465559214494,-0.7017976350220517,0.4565326153236755,0.33737065547270073,0.7365773278653035,-0.6708354566629917,0.055606079669674735,-0.06589077372693823
7465592503494,-0.7017858129777175,0.4565524692274884,0.3373445475894414,0.736539542109903,-0.6708825651300614,0.05557442773592112,-0.06586022847567696
7465625799994,-0.7017739868994998,0.4565723214027345,0.3373184322928492,0.736501741706084,-0.6709296822627282,0.05554277116510886,-0.0658296779123209
7465659082094,-0.7017621645675068,0.4565921586808614,0.33729232674539367,0.736463951705902,-0.6709767768560354,0.055511130929958366,-0.0657991420953965
7465692371694,-0.7017503381993065,0.4566119941298922,0.3372662137829306,0.7364261471429651,-0.6710238800025641,0.05547948615830103,-0.06576860106527542
7465725667494,-0.7017385083069716,0.45663182693453586,0.33724009435409874,0.7363883295242738,-0.6710709898450851,0.055447838042769745,-0.06573805583655515
7465758950894,-0.70172668134223,0.4566516461037098,0.3372139830631298,0.7363505199768271,-0.6711180800587218,0.05541620425412724,-0.06570752357391232
7465792239894,-0.7017148510584872,0.4566714622608692,0.3371878658942303,0.7363126980504516,-0.6711651760930855,0.055384567875204876,-0.06567698783347885
7465825536094,-0.7017030169292137,0.45669127645021657,0.33716174150795336,0.7362748618700994,-0.6712122803032854,0.05535292714990817,-0.06564644700337594
7465858822394,-0.7016911847979126,0.4567110783536077,0.33713562322586815,0.7362370309250466,-0.6712593684235697,0.05532129834904102,-0.06561591687417717
7465892129894,-0.7016793439088074,0.4567308865890662,0.33710948682175096,0.7361991698477511,-0.6713064844599382,0.05528965209685377,-0.06558536886021006
7465925404594,-0.7016675131585249,0.4567506690088161,0.3370833746101036,0.7361613400956546,-0.6713535519547598,0.055258039516478744,-0.06555485256709048
7465958686294,-0.7016556786624706,0.45677044930406047,0.3370572553077153,0.7361234962882427,-0.67140062736279,0.05522642291608744,-0.06552433136720417
7465991989594,-0.7016438349881675,0.4567902361378617,0.33703111742347364,0.736085621932789,-0.6714477311902015,0.05519478842643805,-0.06549379202574003
7466025264894,-0.701632,0.45681,0.337005,0.736048,-0.671495,0.0551632,-0.0654633
7466058554294,-0.7015395700763613,0.4572230624818193,0.3367559879849795,0.7332379083037216,-0.674761620913228,0.05474516498732608,-0.06373297168222185
7466091845194,-0.7014499927443941,0.4576328738350806,0.3365019579527961,0.7304118839052479,-0.6780140204702086,0.05432556928481792,-0.06200161625063094
