#timestamp,p_WS_W_x,p_WS_W_y,p_WS_W_z,q_WS_w,q_WS_x,q_WS_y,q_WS_z,v_WS_W_x,v_WS_W_y,v_WS_W_z,b_g_x,b_g_y,b_g_z,b_a_x,b_a_y,b_a_z
7669855271515,-8.235369935352955458e-16,1.773122790321170220e-17,-2.017011478033489859e-16,7.465337568734252693e-01,-6.651725274808641952e-01,-1.525916032217402782e-02,1.286834520667903478e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000278e-02,8.999999999999999667e-02,1.000000000000000021e-02
7669888561715,2.478945592720421657e-05,-7.136839469819026577e-06,-1.128943000170792997e-06,7.463862715078315446e-01,-6.653372753789367211e-01,-1.529157563288903107e-02,1.068205707389674231e-04,1.494179977271547317e-03,-3.644401623659636650e-04,2.902414472487319748e-05,-3.800649480110643427e-05,-6.093121402623236164e-05,1.521687050895029756e-04,-4.998480039608913655e-02,9.000121787569546894e-02,9.996568422569808085e-03
7669921856015,1.033510314752177165e-04,-2.683547407378935280e-05,3.356785200924080635e-06,7.461614087821565322e-01,-6.655401078167936246e-01,-1.723706045671702380e-02,-1.549412227203336235e-03,1.396525137973806448e-03,-5.189065017395190407e-04,1.963823472121833122e-04,-1.263721410850146315e-04,2.687792395846390434e-06,2.242056145408843795e-04,-4.997378031530050335e-02,8.982173580957132641e-02,1.001592129693082596e-02
7669955139515,1.519824033529927935e-04,-3.930088983117917219e-05,5.306747060799431792e-06,7.458904966503749900e-01,-6.658087138223992563e-01,-1.843190326974494808e-02,-2.527557452193273432e-03,-2.090549742352723920e-04,-2.349912354082782525e-04,1.834159228342729518e-04,-1.055680035111323872e-04,6.471341351654167837e-04,2.658366132154455245e-04,-4.999738273556810636e-02,9.058651638576001308e-02,9.926613244346569817e-03
7669988430115,1.418585558454017119e-04,-3.179861773495308412e-05,2.070063797505023145e-05,7.457558232269463350e-01,-6.659544771325446311e-01,-1.859769689482892313e-02,-2.648052194882822685e-03,-1.689914559581060134e-03,4.338386332337880805e-04,1.632021980410426447e-04,-1.778932535849009203e-04,8.115238106191621564e-04,1.456186711417774618e-04,-4.998116438209956880e-02,9.011163024365805019e-02,9.978082768601723163e-03
7670021726915,8.617191479798154614e-05,-7.431641825464622688e-07,4.647099066881839633e-05,7.457228882626979471e-01,-6.659902885779848125e-01,-1.862970085062371633e-02,-2.691409884897083202e-03,-2.447641990061865790e-03,8.929891064749229113e-04,-4.278680181271516661e-04,2.088663611758827287e-04,9.361391034209343631e-04,-2.442787959656870329e-04,-4.981203861856221826e-02,8.455222895461263211e-02,1.059962652501531336e-02
7670055008015,1.197162162228774530e-05,4.175559541925992653e-05,4.811466973215090251e-05,7.457671725681311869e-01,-6.659453829716617257e-01,-1.847431923699462825e-02,-2.602065946883659348e-03,-2.878224429751458351e-03,1.032644322909583934e-03,-1.619801102548234638e-04,2.698991051250563232e-04,9.316683570353818077e-04,-2.621269121513072355e-04,-4.983917299149454028e-02,8.466609958957965754e-02,1.059542141156679870e-02
7670088298215,-1.276221866484197311e-05,3.913233747262396015e-05,9.031331763724415143e-06,7.459869378930308326e-01,-6.657249188672366147e-01,-1.760467867226045424e-02,-1.973874625482930668e-03,-1.197060134182494550e-03,2.894417949287145242e-04,3.781870247396823244e-05,3.797195344908484729e-05,6.386799885356321104e-04,-3.610667805214361680e-04,-4.996125081134230456e-02,8.731480811806584252e-02,1.031900586827763991e-02
7670121622415,-5.668005519601283950e-05,5.891637965806297971e-05,1.798902250426978629e-05,7.460307418713512106e-01,-6.656744957442972677e-01,-1.765148790509299404e-02,-2.005710146893145175e-03,-1.585200869489721909e-03,5.318590090901312946e-04,8.035916771152222201e-05,2.166040256519637363e-06,6.012056253489759996e-04,-3.739593077624867620e-04,-4.995257170646999478e-02,8.693977412568931751e-02,1.036125000112779297e-02
7670154876515,-7.919874417930992743e-05,7.822476392363954451e-05,2.901266764110714956e-05,7.460504771052283157e-01,-6.656546675452090778e-01,-1.756807767001477075e-02,-1.977835513580525166e-03,-1.476098342120004542e-03,3.977039085130782011e-04,-4.062618363043941092e-04,-7.642320401426636045e-05,4.117006802680187602e-04,-4.103423201936713910e-04,-4.989425690048418516e-02,8.465447329092040674e-02,1.061126682055508683e-02
7670188166415,-1.160135024225952426e-04,8.769062812605558574e-05,2.616027881969766334e-05,7.460552041646933974e-01,-6.656510788015610469e-01,-1.750547510545049507e-02,-1.957541935211463101e-03,-1.523406364264636836e-03,3.163613902736671997e-04,-2.075526982536062557e-04,-7.990037813248355395e-05,3.504143907436146118e-04,-4.020972418924812202e-04,-4.990265041645132460e-02,8.475587285326798004e-02,1.058851313848353619e-02
7670221460715,-1.079461475032440546e-05,3.895870005620532205e-05,4.932239224849373257e-07,7.459919753578165835e-01,-6.657328715342284431e-01,-1.710970994550673960e-02,-1.724611873428322532e-03,4.374844123867849049e-05,4.498592001103287425e-04,-3.645481821990906334e-04,-2.356299034091523129e-04,5.143939327752058228e-05,-1.916918114422377483e-04,-4.997667881845627158e-02,8.651349299403175708e-02,1.033610901425460228e-02
7670254745415,-7.916943589935015107e-06,9.313463441497920215e-05,4.025411498727582947e-05,7.459684827999164547e-01,-6.657600190793480088e-01,-1.707997212580028221e-02,-1.701239794684961289e-03,-7.520157805954631616e-05,7.323610365293454702e-04,-2.614203548141441581e-04,-1.961380990100373631e-04,-2.803917398205469529e-05,-1.843102745296384449e-04,-4.995918285438658707e-02,8.652238462472250369e-02,1.033119077738764609e-02
7670288047815,3.350085038101642739e-06,1.410034399091762030e-04,7.661447117890045702e-05,7.459440202003180254e-01,-6.657856079180470843e-01,-1.715389883043072494e-02,-1.669362602788971922e-03,-1.215833835284383692e-04,9.388044761710611372e-04,-2.444787093862284830e-04,-1.449628955153158178e-04,-3.677077937795066107e-05,-1.226403637395917284e-04,-4.989683288286610174e-02,8.602409316279016616e-02,1.040457488493396268e-02
7670321322715,-3.835978987788970850e-05,1.363484912294420819e-04,8.461277688546765515e-05,7.459976152627536550e-01,-6.657238755027505839e-01,-1.721204395479600593e-02,-1.739296059076017500e-03,-6.520554424480978165e-04,1.356774741682416265e-04,-2.104310950440487133e-04,-1.906755470654759681e-04,-1.523704321831712287e-04,9.474675303781034835e-05,-4.981212476885887863e-02,8.650350247808134829e-02,1.039305156511992345e-02
7670354628015,-6.073671117191226961e-05,1.407743989903729987e-04,1.007340774837087546e-04,7.460091130346732102e-01,-6.657108770955959542e-01,-1.721135710080520451e-02,-1.789014416115310840e-03,-6.444851645058351491e-04,1.546244848082868476e-04,-6.844884529343467361e-04,-2.139038205942534517e-04,-2.298021470432299750e-04,1.693150522471098920e-04,-4.972453939285038232e-02,8.582543451273394464e-02,1.041790702533608101e-02
7670387903615,-5.570832251828966542e-05,1.304512494773957070e-04,9.899439624759259358e-05,7.459474970828181561e-01,-6.657812642572654704e-01,-1.716882736371198523e-02,-1.694439975760832001e-03,-6.675606515852673889e-04,5.867870426513824983e-04,-8.651698507540634938e-04,-1.949404865711158914e-04,-3.292195999900584570e-04,1.444354760516494576e-04,-4.965762195004440327e-02,8.560102501880276216e-02,1.032494267839908185e-02
7670421190915,-1.017546797488514602e-04,2.083823600392116179e-04,1.275036596458554105e-04,7.459343455322430261e-01,-6.657940706540121933e-01,-1.723714354579259853e-02,-1.757418483617869667e-03,-1.304807149306812632e-03,1.352819786681052662e-03,-1.209584064936310979e-03,-1.764644769065065646e-04,-4.812048391623032807e-04,1.391388859569136485e-04,-4.957343662229801717e-02,8.475925685490807993e-02,1.067836104038976004e-02
7670454481015,-1.119948076117032468e-04,2.076355003389290744e-04,1.375346135902530984e-04,7.460001550246810886e-01,-6.657214640054586186e-01,-1.719625669904400328e-02,-1.729109921676219444e-03,-1.067612652088741195e-03,9.899084773641268070e-04,-2.724934046193739300e-04,-2.293244589415260740e-04,-5.385418868949381523e-04,1.313554202968407253e-04,-4.954636348325568151e-02,8.557046641581181334e-02,1.053482356726017505e-02
7670487771015,-2.159564771804014179e-05,3.455485369115877459e-05,2.309746342045913782e-05,7.460310101523469628e-01,-6.656921835387905606e-01,-1.700517264086903735e-02,-1.572504334018331616e-03,-1.162314611849083428e-04,5.502058529474968202e-04,-1.484903164455330629e-04,-5.164175515218616267e-04,-6.660912583886315118e-04,1.508173168893653371e-04,-4.982705912597436282e-02,8.973614849712198416e-02,1.028257072967506298e-02
7670521060215,-6.595747396336899175e-05,1.254635103400852697e-04,6.038441759573190285e-05,7.460517130589392476e-01,-6.656695638974141627e-01,-1.698266730921945550e-02,-1.569125078832942768e-03,-1.576155233959474064e-04,7.854595830729759311e-04,4.601496406287758053e-06,-5.574472656157754454e-04,-6.986586654293707897e-04,2.986523653853428989e-05,-4.971577923839271690e-02,8.945495448636582581e-02,1.030347041062629893e-02
7670554349315,-9.536851915999588949e-05,1.659418338688731643e-04,1.082724934123696197e-04,7.460467136917103836e-01,-6.656737249711621729e-01,-1.704382221429087338e-02,-1.516903801983015155e-03,-1.045913100407783853e-04,6.754756620209973004e-04,-1.127351064437701446e-03,-6.951048481154694465e-04,-5.993628301891009346e-04,-1.127262526590942871e-05,-4.970246857623910469e-02,8.775836346960769196e-02,1.020970539456567995e-02
7670587637915,-7.606827836370642481e-05,9.231325583183220868e-05,1.765661728679636670e-05,7.460597070882684090e-01,-6.656559643910420210e-01,-1.716127830957893396e-02,-1.594069251973086101e-03,-1.650985443039456029e-03,1.104596399233454679e-03,-1.567955542823115667e-03,-9.222486421144190059e-04,-5.892358362754878971e-04,1.342541085086290762e-04,-4.963105369342411810e-02,8.580206607800111573e-02,1.030127644209763611e-02
7670620928215,-3.303990851494492242e-05,1.551686505043022414e-04,-3.396116609946906752e-05,7.462823733684919025e-01,-6.654060189212220866e-01,-1.718039245519967229e-02,-1.511058564847242566e-03,-1.181750198246402225e-03,-2.725851643640133000e-03,-8.854515249009330385e-04,-9.632893364583176811e-04,-4.549087024640454985e-04,1.051641845597446688e-04,-4.944122477321167414e-02,8.504731368438547823e-02,1.041913053419542094e-02
7670654220015,1.499807206900389956e-05,-7.935714534792700538e-05,1.249734206071768927e-04,7.484978214863110546e-01,-6.629219138796572652e-01,-1.687678909571249317e-02,-8.493045375449737554e-04,-6.164199041862561358e-04,-5.128281215861528464e-03,9.118084264929392918e-03,-8.277492732197442660e-04,-3.225884602682982556e-04,4.331184253757249149e-05,-4.932403426554182041e-02,8.561289612810921157e-02,1.092438101650571730e-02
7670687506015,-9.068761676398395463e-04,6.218433121190021550e-04,5.953265749449286332e-05,7.405763465479172636e-01,-6.716500862520016213e-01,-2.072926041252958623e-02,1.770405085732289609e-03,-3.715386202488620698e-02,3.412398196400689282e-02,-2.497568517076213801e-02,-1.615137500566129775e-03,-3.361330292147939026e-04,2.504546990223120912e-04,-5.057517121741585131e-02,1.085679946744994573e-01,7.742850221728452345e-03
7670720796515,-1.480481080397813912e-03,-4.969889855426667556e-04,-4.301043550625821468e-04,7.249977517304817543e-01,-6.883672442727096774e-01,-2.236265212654186402e-02,-5.358058231276979951e-03,2.332044614786162387e-02,-1.133371395036870816e-01,-9.578062465135313980e-03,-1.887266351012112462e-03,-1.794961504492751259e-04,-5.380546778948229128e-05,-5.034234421899688033e-02,1.051937365436724642e-01,8.019122346456067016e-03
7670754141715,5.787364248271930061e-04,-8.348314137875118349e-03,1.658336340446993893e-04,6.802354329559476831e-01,-7.317254035783420374e-01,-4.151770856110933994e-02,-1.157451446851193513e-02,1.007723337218563997e-01,-3.718959879604867846e-01,7.181405220072420437e-02,-1.938389983398230033e-03,-1.823955591786688543e-04,-9.250807205970926293e-05,-5.030321917502269397e-02,1.032752401858298280e-01,8.383011631628719054e-03
7670787374215,5.680100475479316069e-03,-2.449822735896258277e-02,5.901917363411100272e-03,6.092274708194993504e-01,-7.909910159421507103e-01,-5.229614989998541963e-02,-2.098128221340889513e-02,2.185919656166800396e-01,-5.585905386298383180e-01,3.056578667692081419e-01,-2.067301288569402869e-03,-1.773467692479026466e-04,-1.013973433675412195e-04,-5.037233158962052537e-02,1.023364644913029031e-01,8.536288206154747302e-03
7670820664715,1.479002629384552209e-02,-4.272088643829341503e-02,2.078108810350049601e-02,5.406973041954015180e-01,-8.385606837077346221e-01,-6.024177353862839035e-02,-2.886751974733478554e-02,3.699918394744475258e-01,-5.078936348802434164e-01,5.937981494503606905e-01,-2.622236139210354627e-03,-1.580837768287785472e-04,-1.482720284732684946e-04,-5.095627290253502972e-02,1.040129526741520316e-01,8.875282630444047624e-03
7670853960315,2.547376919842243154e-02,-6.269913541022881232e-02,4.230830259078427469e-02,4.832974448615788843e-01,-8.735792210264562430e-01,-5.085142045986331544e-02,-2.640184497896311613e-02,4.228234616252564138e-01,-5.318749297123926967e-01,7.795280380529998610e-01,-6.990528499713082738e-03,5.765044847653594002e-04,-3.291904265956372712e-04,-5.189171157448978222e-02,1.084619802479680623e-01,9.640358264725023066e-03
7670887243115,3.994631912334530716e-02,-8.098718931467963067e-02,7.125628495234544169e-02,4.182557038266968008e-01,-9.082487574802771135e-01,-2.009028144103939227e-03,-1.192998566148667505e-02,4.536205019950861894e-01,-5.088563171051723177e-01,9.738010930437226431e-01,-7.266646670904704057e-03,6.817764860721099024e-04,-3.851036243076631045e-04,-5.177310616071583577e-02,1.074386689495192698e-01,8.998153416312607705e-03
7670920532215,5.757616598332685603e-02,-9.443460356551504342e-02,1.052182306344423418e-01,3.626220741531558378e-01,-9.297656785525822976e-01,6.211102091511078865e-02,1.353644722230493494e-02,5.757321279377369816e-01,-2.734137638167437601e-01,1.083648983842749436e+00,-7.846026443109258355e-03,1.040948159476156546e-03,-4.974616812265596861e-04,-5.112950958868130169e-02,1.033986630283227903e-01,8.402852635674813719e-03
