#timestamp,p_WS_W_x,p_WS_W_y,p_WS_W_z,q_WS_w,q_WS_x,q_WS_y,q_WS_z,v_WS_W_x,v_WS_W_y,v_WS_W_z,b_g_x,b_g_y,b_g_z,b_a_x,b_a_y,b_a_z
7669855271515,8.020980664900358985e-12,-2.386337845331645057e-11,5.165349563538943037e-12,7.455199031503751961e-01,-6.662350349200750754e-01,-1.804214623569011869e-02,-2.330924904777061709e-03,2.303069677636258861e-02,2.193568121951150127e-02,-5.408839464813046047e-04,-2.776092821654122314e-03,-3.938478366933158802e-04,-8.995054958178634792e-05,-2.460709761941403881e-02,1.054837270074226313e-01,8.016914074566132420e-02,0
7669888561715,7.437686974946951506e-04,6.990224284635083692e-04,-1.572541636813580004e-05,7.455236145180491603e-01,-6.662298966946222922e-01,-1.807745369041061437e-02,-2.338934434145703740e-03,2.160389010923093045e-02,2.001943408292052723e-02,-2.900065039501374133e-04,-2.776132568570456073e-03,-3.938594192880594974e-04,-8.996460252495205856e-05,-2.457172464510606891e-02,1.055042569123363638e-01,8.026253861457749439e-02,0
7669921856015,1.438662641271166000e-03,1.333900945111519487e-03,-1.978300032168125330e-05,7.455579631904774018e-01,-6.661901680837917228e-01,-1.812948777033410175e-02,-2.303290025471233567e-03,2.011526105404435119e-02,1.808151686434655153e-02,1.016398779904462499e-04,-2.776168019744207002e-03,-3.938977995028402203e-04,-8.999167989730220822e-05,-2.453300892576152498e-02,1.055239758327411875e-01,8.035612604671051040e-02,0
7669955139515,1.540429402899256336e-04,-2.097584477582168156e-05,4.853168889996945922e-05,7.454874719599685617e-01,-6.662718592752072677e-01,-1.803822881807730372e-02,-2.204765248346294941e-03,3.168163032130824792e-03,-3.777542444203541299e-04,5.490109279596418028e-04,-2.776092821654122314e-03,-3.938478366933158802e-04,-8.995054958178634792e-05,-2.460709761941403881e-02,1.054837270074226313e-01,8.016914074566132420e-02,1
7669988430115,1.415825957653040097e-03,1.333524043972258771e-03,-1.117817149269912438e-05,7.455301234583434633e-01,-6.662230312680939015e-01,-1.807611595769304663e-02,-2.227477502399387126e-03,4.962141298301860201e-04,-9.096345746311520271e-06,3.578169086597944928e-04,-2.776168019744207002e-03,-3.938977995028402203e-04,-8.999167989730220822e-05,-2.453300892576152498e-02,1.055239758327411875e-01,8.035612604671051040e-02,3
7670021726915,1.394993183357182490e-03,1.346409417244796890e-03,-2.416308816887534016e-05,7.454781511412281736e-01,-6.662823732491075512e-01,-1.802951350407966738e-02,-2.249869196069698932e-03,4.964892245064277945e-04,1.349116277102203193e-04,3.470632796171899104e-04,-2.776168019744207002e-03,-3.938977995028402203e-04,-8.999167989730220822e-05,-2.453300892576152498e-02,1.055239758327411875e-01,8.035612604671051040e-02,3
7670055008015,1.423751779008222305e-03,1.347644147205236337e-03,-3.962474460594583614e-05,7.455199948574623425e-01,-6.662349786609567115e-01,-1.805268002092314319e-02,-2.234103942531867528e-03,-1.100069239472227300e-04,5.059163822703016889e-05,2.427701332369877488e-04,-2.776168019744207002e-03,-3.938977995028402203e-04,-8.999167989730220822e-05,-2.453300892576152498e-02,1.055239758327411875e-01,8.035612604671051040e-02,3
7670088298215,3.165184334335159334e-05,5.904044273027842687e-05,1.025750134896164466e-04,7.454782936977059071e-01,-6.662845056344751660e-01,-1.794390861749455696e-02,-2.255508924184281005e-03,1.093148974080017767e-03,8.005824629141221685e-04,1.633991049379662254e-03,-2.776092821654122314e-03,-3.938478366933158802e-04,-8.995054958178634792e-05,-2.460709761941403881e-02,1.054837270074226313e-01,8.016914074566132420e-02,1
7670121622415,1.677188479952198226e-05,4.598406262942833500e-05,1.043555279401398603e-04,7.454743780779961027e-01,-6.662889272784099370e-01,-1.793903056688603975e-02,-2.282147613786876788e-03,1.107561107319712541e-03,8.704780948334959242e-04,1.801863740969393383e-03,-2.776092821654122314e-03,-3.938478366933158802e-04,-8.995054958178634792e-05,-2.460709761941403881e-02,1.054837270074226313e-01,8.016914074566132420e-02,1
7670154876515,-1.839646448433088864e-06,1.222992844897765672e-05,8.110097802757536907e-05,7.454201181136117516e-01,-6.663497422978306162e-01,-1.793144224463266018e-02,-2.309075601067136878e-03,9.968880417968071454e-04,7.175113541177131210e-04,2.020797887214525329e-03,-2.776092821654122314e-03,-3.938478366933158802e-04,-8.995054958178634792e-05,-2.460709761941403881e-02,1.054837270074226313e-01,8.016914074566132420e-02,1
