#timestamp,p_WS_W_x,p_WS_W_y,p_WS_W_z,q_WS_w,q_WS_x,q_WS_y,q_WS_z,v_WS_W_x,v_WS_W_y,v_WS_W_z,b_g_x,b_g_y,b_g_z,b_a_x,b_a_y,b_a_z
7669855271515,-8.235370803637480036e-16,1.773113538487767313e-17,-2.017013452933351254e-16,7.465337568950405345e-01,-6.651725274554685097e-01,-1.525916037209112952e-02,1.286834070917167964e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000278e-02,8.999999999999999667e-02,1.000000000000000021e-02
7669888561715,2.075193197983329530e-05,-5.015723048793393595e-06,-1.261209117514376244e-06,7.463200291559158872e-01,-6.654103426824162781e-01,-1.534552298239267622e-02,6.968772687704580270e-05,1.355592515508243813e-03,-2.591282972643962749e-04,2.445848145369396484e-05,-1.405227772534932708e-05,-4.196693895725295054e-05,8.505236670684637821e-05,-4.998492676550343045e-02,9.000033437296549310e-02,9.995635849214626681e-03
7669921856015,9.106058819359357534e-05,-2.225183686551205972e-05,7.509705607346354290e-06,7.460315969197749419e-01,-6.656701023369585579e-01,-1.777713727348809170e-02,-2.035839481196489564e-03,7.653701071445445647e-04,-3.241840990529696958e-04,3.327075468875543510e-04,-2.469620076419530271e-04,1.973684753157515593e-04,3.352166555636927918e-04,-4.998578596377512007e-02,9.020446140413029834e-02,9.972109114372375988e-03
7669955139515,1.627314160865446654e-04,-4.358749499921275606e-05,3.271245541259970889e-05,7.459736808217338755e-01,-6.657207343575374248e-01,-1.825694951924890230e-02,-2.419744198614368590e-03,1.262597866719487047e-04,-4.054854602617087621e-04,6.313749012502884589e-04,-9.727616318827239260e-05,5.863196797772811993e-04,2.665981325194608973e-04,-5.000817950415053365e-02,9.086995137531068967e-02,9.896667529051345752e-03
7669988430115,1.727995636086361174e-04,-4.761352161292484983e-05,8.079254497177172493e-05,7.457624217184229964e-01,-6.659440900164487198e-01,-1.868845478863557022e-02,-2.760612694728432296e-03,-1.586097674716465279e-03,2.235382196006274909e-04,5.256620725124995681e-04,3.360430748823752109e-05,8.387989377083520217e-04,1.790963809304784663e-04,-4.993547581692345250e-02,8.855590548377058335e-02,1.015723329975443644e-02
7670021726915,1.199131988561402695e-04,-2.096750861866698691e-05,9.544076204672066917e-05,7.455602655704788306e-01,-6.661673666102808644e-01,-1.878297465380754372e-02,-2.851303062705053300e-03,-2.585761612467059930e-03,1.157497189860724534e-03,-1.567136740440817010e-04,3.734247671071926761e-04,9.011042909541800306e-04,-4.985322189525770063e-05,-4.984090976569055531e-02,8.522263001509973457e-02,1.052045968320895059e-02
7670055008015,1.965915422258478554e-05,2.359600813610280670e-05,9.095315821484267033e-05,7.455751253563507319e-01,-6.661515597385271326e-01,-1.875304019354299273e-02,-2.855764571716332047e-03,-3.710045960512085156e-03,1.357330961401368146e-03,-2.716161490714202702e-04,4.256501037449932469e-04,8.886522678453767123e-04,-6.891611941993840422e-05,-4.983271604444538400e-02,8.465589575722008708e-02,1.059468593504312578e-02
7670088298215,-7.076159797048190954e-05,6.447562221632897905e-05,5.959989958407673464e-05,7.457185049070123029e-01,-6.660076673424240035e-01,-1.820948039042540739e-02,-2.472509709623415923e-03,-3.393925166313750425e-03,1.267830721812513144e-03,-1.517641391913234308e-04,4.436732345562251971e-04,6.924471787804218964e-04,-2.216854759053779340e-04,-4.991193421313180889e-02,8.644694857171163205e-02,1.040076241221598967e-02
7670121622415,-1.478766657107810612e-04,1.088552539086747934e-04,5.603511151078674403e-05,7.457899536068371971e-01,-6.659308229632321385e-01,-1.809787761979383958e-02,-2.439457374698176910e-03,-3.322268283247096533e-03,1.517962831913828277e-03,-1.787672287944190163e-04,3.464817761155108262e-04,5.349937905552140573e-04,-3.077287074950590712e-04,-4.992465047300140984e-02,8.601001567141319804e-02,1.045646747102385761e-02
7670154876515,-2.401626869977741615e-04,1.427011186529802511e-04,4.368718259393428643e-05,7.457892575535959301e-01,-6.659333292494614698e-01,-1.803682199563283114e-02,-2.420199306346834233e-03,-3.518017613945918429e-03,1.231685226260048616e-03,-3.772053834359250781e-04,3.182619446430829074e-04,4.965526047866441984e-04,-3.246385174168102752e-04,-4.993466652001620626e-02,8.585699771217551735e-02,1.048661558146006707e-02
