#timestamp,p_WS_W_x,p_WS_W_y,p_WS_W_z,q_WS_w,q_WS_x,q_WS_y,q_WS_z,v_WS_W_x,v_WS_W_y,v_WS_W_z,b_g_x,b_g_y,b_g_z,b_a_x,b_a_y,b_a_z
7669855271515,-8.235370955405634814e-16,1.773132002790333529e-17,-2.017013542148803232e-16,7.465337568870851204e-01,-6.651725274634729956e-01,-1.525916041268050340e-02,1.286833711095944854e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000278e-02,8.999999999999999667e-02,1.000000000000000021e-02
7669888561715,2.114525607608893775e-05,-5.324158878246998941e-06,-9.473461812383763924e-07,7.463190013395682998e-01,-6.654135365178830419e-01,-1.525627910741070119e-02,1.400216778568255411e-04,1.380117123374912649e-03,-2.724092411854181950e-04,3.589516348248008399e-05,-1.195466322298121469e-05,-3.957127434986330709e-05,5.478509050588881260e-05,-4.998383592983594165e-02,9.000084331095498102e-02,9.995968509968811144e-03
7669921856015,9.441169699540797808e-05,-2.148687633410155498e-05,4.011226944631737645e-06,7.462202563419556567e-01,-6.654989956042374200e-01,-1.630556464773539119e-02,-7.378592114308095981e-04,2.029966985478579185e-03,-5.160227541888397305e-04,2.176975101027986371e-04,-5.070520114036634917e-05,-1.369610855230572017e-05,8.868719818208028408e-05,-4.997553294732304252e-02,9.000118770668119605e-02,1.000027118909177504e-02
7669955139515,1.639128948033549184e-04,-1.528742988869366445e-05,7.868893046495270891e-07,7.460836704405987563e-01,-6.656267806123068453e-01,-1.726073232074143080e-02,-1.487532632174665441e-03,1.205538492108124138e-03,1.580661481377328078e-05,-2.990551792217942679e-05,-5.941549425024437563e-05,4.649035964877885961e-04,2.899756187048760294e-05,-4.996608743339741449e-02,8.968152782627722419e-02,1.002676203495455644e-02
7669988430115,2.390076685281593554e-04,-1.134659057228620145e-05,2.676912357418534291e-05,7.458231975760071242e-01,-6.659058859185763568e-01,-1.770900527021704307e-02,-1.870879161188444741e-03,3.574100240391927912e-04,7.786368355028513424e-04,4.011197893270474418e-05,-1.176739651057202043e-04,8.303204625885344864e-04,-1.403414531140378171e-04,-4.995000050859582652e-02,8.920337405521441831e-02,1.007218288945445697e-02
7670021726915,2.588846764603592687e-04,1.859306853850273684e-05,3.650269006390233190e-05,7.456621652294622704e-01,-6.660822696315494840e-01,-1.784702241415044716e-02,-1.956838967012797335e-03,-3.895951818249859615e-05,1.231748197776335414e-03,-1.943105881792073534e-04,1.809691695231688941e-05,1.011532611377682304e-03,-2.474420857953930951e-04,-4.990813239921019356e-02,8.789990271167624769e-02,1.022122926395190382e-02
7670055008015,2.385979428072729593e-04,6.104595700575909934e-05,5.419027858039453271e-05,7.456904657295487793e-01,-6.660486303138517528e-01,-1.791511971346456192e-02,-1.999965685475496927e-03,-8.395461778597416254e-04,1.388420593292898769e-03,1.760943457913184695e-04,1.562496433456616977e-04,1.091286916594556237e-03,-2.849374317619323858e-04,-4.989981613217234213e-02,8.757606915466399633e-02,1.026319998522411125e-02
7670088298215,1.825740227451127498e-04,9.935474271800703492e-05,4.980192214898605677e-05,7.457722359444816096e-01,-6.659601394439499389e-01,-1.780890049828201538e-02,-1.925572435787578944e-03,-1.611124562428395543e-03,1.349453245686794067e-03,6.237510836092232487e-05,1.669562494301927058e-04,1.103890739791945535e-03,-3.577330005823719313e-04,-4.989015508760232670e-02,8.717489763196122066e-02,1.031142155823026353e-02
7670121622415,1.047312170756589862e-04,1.238727803922222480e-04,7.284824070502015649e-05,7.458519219492673047e-01,-6.658721468997700343e-01,-1.776851826659417433e-02,-1.863938380181233163e-03,-2.065843195826898900e-03,1.109562308646228068e-03,6.630479616765133210e-04,1.428578393093457425e-04,1.078019278927219151e-03,-3.643167369048972912e-04,-4.988524853743571408e-02,8.712764747258451570e-02,1.033557641501027871e-02
7670154876515,3.428207830266707257e-05,1.507111747628731870e-04,9.542188593980175163e-05,7.458426996342378823e-01,-6.658835013920331170e-01,-1.773004790968036801e-02,-1.864236390242527113e-03,-2.277266114813595276e-03,8.852408190557250730e-04,6.536343306234759136e-04,1.407821310201529737e-04,1.054627912906064367e-03,-3.670293788325595052e-04,-4.989142298364022954e-02,8.714569825195202235e-02,1.034432226815949069e-02
7670188166415,5.387647057197699830e-05,4.860837673771871859e-05,5.242171543324721617e-05,7.459560637820144002e-01,-6.657693224806217058e-01,-1.726647715402192598e-02,-1.621393606426996996e-03,-1.590700580130322917e-04,-6.486592192330635585e-05,-2.203948979014515866e-05,2.425657420539669177e-04,8.385104098177455960e-04,-3.005369865649408631e-04,-4.994655044993254189e-02,8.617836122146740885e-02,1.038503126492649510e-02
7670221460715,4.594305134354323780e-05,5.033138424820923600e-05,5.092184938339832843e-05,7.459337736121639528e-01,-6.657940168085080268e-01,-1.728015327852493524e-02,-1.590241924902423146e-03,-4.663901149537144739e-04,6.652451041645363896e-05,-1.811774912784635248e-04,2.445649829498871327e-04,7.925453704403360349e-04,-3.094685759613152341e-04,-4.993403546185987141e-02,8.593995023569411806e-02,1.041145136000466709e-02
7670254745415,3.910666611441339190e-05,5.405604425873401916e-05,6.541046112914705919e-05,7.459178518832166871e-01,-6.658108083297634705e-01,-1.731076211314709970e-02,-1.692119457023364207e-03,-8.699278595082295031e-04,3.614421844317677770e-04,-4.914683534541688242e-04,2.798278112042949968e-04,6.567867170345515490e-04,-2.788061375622697216e-04,-4.991801656306481955e-02,8.543179997064644093e-02,1.045175587421118442e-02
7670288047815,5.752504667237094677e-05,3.228245177697845779e-05,6.823794563088062448e-05,7.459281951625080787e-01,-6.658023651215907446e-01,-1.719690678884568807e-02,-1.613894976517670594e-03,8.585412204146139069e-05,6.203607159577297645e-04,2.382871565387886630e-04,4.164186583692009499e-04,1.403725641295968675e-04,6.372405187974588409e-04,-4.988427184261853137e-02,8.827389535700556900e-02,9.985718667085191971e-03
7670321322715,6.747867299535180950e-05,5.570306652476356087e-05,1.002321585248960081e-04,7.459428525924135522e-01,-6.657853022186547287e-01,-1.722064536435951101e-02,-1.625235103710943960e-03,-5.914091252127214054e-05,6.547126742161655383e-04,4.973639874829156567e-04,3.699619892436014539e-04,1.016161102869020990e-04,6.234076324885178075e-04,-4.987308873078268034e-02,8.813440986691996326e-02,1.001653032642478743e-02
7670354628015,7.588691175382342603e-05,1.784546181107690734e-05,8.832966344649525211e-05,7.459771704615797416e-01,-6.657469767075554490e-01,-1.721653969387142158e-02,-1.617070145170708536e-03,-7.827610186642868406e-05,2.405232375752809821e-04,-6.669118131942336969e-04,-2.309798981865547802e-04,-3.718053248141377806e-04,7.634440351739977789e-04,-4.995769813063772463e-02,8.687518308779118570e-02,1.011669902762599334e-02
7670387903615,9.332517942151045032e-05,2.730512009452887206e-05,1.084736483291648390e-04,7.459464443816617996e-01,-6.657810810694012593e-01,-1.723247066389519896e-02,-1.579923806287139056e-03,-7.512400584132115748e-04,3.878815980093288729e-04,-1.040116431006635330e-03,-2.388429143989057838e-04,-3.983324370408226336e-04,5.898009424336079576e-04,-4.988025176833905255e-02,8.543135220938460894e-02,1.026974665659293427e-02
7670421190915,1.016785625037270262e-04,4.264074314699612799e-05,1.250009407865901811e-04,7.459164150774526547e-01,-6.658142514748814911e-01,-1.724711599524772834e-02,-1.619024641958201598e-03,-9.807492423574190165e-04,9.148566554045713508e-04,-1.072400225714720181e-03,-2.263679225225826265e-04,-4.454131579208899330e-04,3.390880693040994364e-04,-4.977383685854768619e-02,8.502107855562740513e-02,1.046578165016442616e-02
7670454481015,7.957551236618961936e-05,6.789139250486406435e-05,1.172716982642921539e-04,7.459704919204828144e-01,-6.657534485465187446e-01,-1.725612456248357129e-02,-1.611551244923893579e-03,-1.096744709714207733e-03,8.996578852356689436e-04,-4.536407960190217488e-04,-2.642659075694349336e-04,-4.519046050813347974e-04,2.896842148023807571e-04,-4.978090994542059416e-02,8.535524957423719361e-02,1.040481991288130445e-02
7670487771015,5.087442662957346020e-05,8.650650303720946359e-05,7.760756541778155544e-05,7.459719382683637212e-01,-6.657540588778873003e-01,-1.717526195461756625e-02,-1.552668847350295069e-03,-7.648345854850597831e-04,1.177472693736189742e-03,-8.639403280788237639e-04,-3.558095515976389379e-04,-4.681328282960018380e-04,9.346030522933990723e-05,-4.988746145814031835e-02,8.636785341235862778e-02,1.035188206312016510e-02
7670521060215,4.214389987386817625e-05,1.233650061575061816e-04,7.170933079265258848e-05,7.459718324202485595e-01,-6.657550263953500025e-01,-1.714340040654351027e-02,-1.540742484796527034e-03,-6.549947633213107790e-04,1.140084685717176376e-03,-5.622044070666796936e-04,-3.680072266764176556e-04,-4.710075477160260830e-04,4.257035303742781737e-05,-4.983720558197570621e-02,8.610837171411871160e-02,1.040915308786037781e-02
7670554349315,9.958416192430486386e-06,1.122846276800600388e-04,8.324221526808043398e-05,7.460570465011295838e-01,-6.656595474582407412e-01,-1.714312175829866419e-02,-1.537406934369405041e-03,-6.797632067946458639e-04,2.817195714168227037e-04,-8.377656267122540051e-04,-4.421572111413502688e-04,-4.790571606879742836e-04,1.544208611674155613e-07,-4.978787455245475141e-02,8.658518691716715621e-02,1.040351052591426823e-02
7670587637915,4.253092672465569459e-05,4.213411878094577270e-05,2.838997285874275862e-05,7.460968236255737240e-01,-6.656164889959103048e-01,-1.708436727708324485e-02,-1.530930216776075397e-03,-8.105740718883257994e-04,6.204279389045511128e-04,-1.227715717005473431e-04,-7.226545723188522322e-04,-5.406857594826123842e-04,-3.282964225523097950e-05,-4.980393408120938753e-02,8.930410710235534011e-02,1.011252057707866768e-02
7670620928215,6.702945085231247220e-05,5.902588624992186376e-05,2.638582616800490085e-05,7.463165950700557660e-01,-6.653703663379728628e-01,-1.707938679965982295e-02,-1.452607606268395152e-03,-3.927235824592484087e-04,-2.992934820831218146e-03,6.421913321038118629e-04,-7.627764153682163335e-04,-4.935713340516324332e-04,-4.349735982398501388e-05,-4.970925661862790612e-02,8.872628370419267940e-02,1.031163554895681185e-02
7670654220015,1.682949046232746571e-04,-2.077180480490365571e-04,3.259723203881911315e-04,7.485041847245160751e-01,-6.629155386669624006e-01,-1.684577927206241943e-02,-8.329252642307152007e-04,1.094023060649888985e-05,-5.773382379457528413e-03,1.077341597432067942e-02,-7.075958177536542789e-04,-4.284006354215077333e-04,-3.339035636982081655e-05,-4.947955199703393814e-02,8.827416747892269377e-02,1.031044245726217730e-02
7670687506015,-3.418077467767734645e-04,5.633186994541798404e-04,-1.867856095461553796e-04,7.404350383078878162e-01,-6.718001641425757064e-01,-2.092794010358287396e-02,1.585820615924760134e-03,-3.854956233964073470e-02,3.607668686388227491e-02,-3.414296855626070687e-02,-7.481362459317719574e-04,-3.586332075446240853e-04,-2.034739506783383130e-05,-4.956313300999402871e-02,8.867831630280709199e-02,1.020695615442997195e-02
7670720796515,-1.083887680050822525e-04,-5.737614720420853220e-04,1.450102527984534174e-04,7.249914522775517955e-01,-6.883555991722859480e-01,-2.287211463399949074e-02,-5.552439537608733731e-03,2.087801835611908033e-02,-1.135553303101437955e-01,-1.244690581285911972e-02,-1.826941591865414430e-03,1.166041429735408945e-04,1.913802496125807141e-04,-5.081321592783043933e-02,9.616264324755313675e-02,9.799453642599638067e-03
7670754141715,1.924761927000142540e-03,-8.502863115235492417e-03,7.054791549596223493e-04,6.802548850495556687e-01,-7.316702954635326828e-01,-4.207938389830491455e-02,-1.188257351173448162e-02,9.702210551873287347e-02,-3.729931850673914306e-01,6.869694393550253297e-02,-1.879799119976827224e-03,1.081969683713063658e-04,1.928401715554415956e-04,-5.088690248172068192e-02,9.420590599659485476e-02,9.795816498798171762e-03
7670787374215,6.637779677581973937e-03,-2.522337501748000282e-02,6.569578191425586716e-03,6.098185945183157708e-01,-7.904386325626164833e-01,-5.332350974670412025e-02,-2.201484136986089218e-02,2.051828028089393852e-01,-5.677798324604543811e-01,2.975142516072722398e-01,-2.696439442351548314e-03,7.242252392504716467e-05,-1.303995596106589830e-04,-5.158173540378233751e-02,8.274593505580414565e-02,1.043748141842641350e-02
7670820664715,1.542346780715319297e-02,-4.407695426658253535e-02,2.139197056959184218e-02,5.415807311442835115e-01,-8.379316459946992701e-01,-6.079537575327681465e-02,-2.940732189192571053e-02,3.626175158502722429e-01,-5.216666066491270071e-01,5.839899639072367865e-01,-2.877065896190539145e-03,3.576121671348295942e-05,-6.107533015456709322e-04,-5.124659587886018497e-02,8.349127359760459555e-02,1.185290169271504407e-02
