#timestamp,p_WS_W_x,p_WS_W_y,p_WS_W_z,q_WS_w,q_WS_x,q_WS_y,q_WS_z,v_WS_W_x,v_WS_W_y,v_WS_W_z,b_g_x,b_g_y,b_g_z,b_a_x,b_a_y,b_a_z
7669855271515,-8.235370741148991500e-16,1.773137502620745625e-17,-2.017016238122726871e-16,7.465337568791156064e-01,-6.651725274734910931e-01,-1.525916036550976386e-02,1.286834133220649836e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000278e-02,8.999999999999999667e-02,1.000000000000000021e-02
7669888561715,2.205350173962774407e-05,-5.757152654289698931e-06,-1.031492174458528983e-06,7.463369303639667551e-01,-6.653929103178445326e-01,-1.527898284193922492e-02,1.181395629683603397e-04,1.396929031624465946e-03,-2.916956484690727829e-04,3.431771695299397937e-05,-3.947170022356665897e-05,-6.148888762165447268e-05,8.278321104434631567e-05,-4.998415902881215428e-02,9.000089734242451567e-02,9.995998508113392370e-03
7669921856015,9.813667130426044082e-05,-2.650127938054072467e-05,5.248336817254599726e-06,7.462275331432586256e-01,-6.654690357574312154e-01,-1.712625154936539551e-02,-1.456960833254397755e-03,1.401787397646411283e-03,-6.042161538436087269e-04,2.102809490308955084e-04,-1.662735957074501503e-04,1.924200741574843160e-05,1.769240585877175653e-04,-4.997483365775272357e-02,8.975493386652809435e-02,1.002586069246583222e-02
7669955139515,1.513905550689748048e-04,-5.027222489874477816e-05,6.804574681846782216e-06,7.460635752990457670e-01,-6.656422742635774714e-01,-1.750628884927021844e-02,-1.741888613931449111e-03,9.172548731995534051e-04,-5.903831784636610468e-04,1.394211580454409165e-04,-1.849161057445391316e-04,1.137369930318753267e-04,1.791110802654804601e-04,-4.995055470538049130e-02,8.925738621878248624e-02,1.008068472889066432e-02
7669988430115,1.844373495634872291e-04,-2.918974918537404491e-05,1.210102092583194213e-04,7.457530366006702716e-01,-6.659669631757301200e-01,-1.829218585451846887e-02,-2.410040671636574927e-03,-7.535855350220388004e-04,4.464637394061955842e-04,3.002031772059702468e-04,2.978128815923593905e-04,7.224007176192043982e-04,-6.921898363451124507e-06,-4.980644030666024624e-02,8.389345192122388273e-02,1.068202611349364922e-02
7670021726915,1.528312466825300353e-04,-9.985377069307987822e-06,1.354116489425276121e-04,7.456470010282081340e-01,-6.660855229142530476e-01,-1.829527873212846711e-02,-2.430801884015953117e-03,-1.270798086092388710e-03,9.386602896776757420e-04,-3.387848622828738615e-04,5.709953598516945891e-04,7.489200975324183723e-04,-1.630654667809544633e-04,-4.974932365601330425e-02,8.182418178249295515e-02,1.091234646056281517e-02
7670055008015,6.501826033101158308e-05,1.982838994761593253e-05,9.899205607660201080e-05,7.458071299840923762e-01,-6.659099265302242943e-01,-1.816679382950877816e-02,-2.379540997462603266e-03,-2.205525327436876504e-03,4.417834390063962941e-04,-9.613551773051007233e-04,8.887940677819267067e-04,6.120330877135734919e-04,-1.424793317083804516e-04,-4.968971714662511613e-02,7.989707049312266829e-02,1.116010364590572408e-02
7670088298215,4.777695908799961625e-06,4.014659354483538346e-05,7.714267487552686937e-05,7.458252355313266246e-01,-6.658931099509570739e-01,-1.804844911191315002e-02,-2.310335287063725387e-03,-2.634162183308100692e-03,6.305608231628924030e-04,-5.131553909013932338e-04,8.318350766322704691e-04,5.911962195249253604e-04,-2.079480122968380899e-04,-4.972667444115479868e-02,8.032963748385699154e-02,1.111547125122250290e-02
7670121622415,-2.716326480297988122e-05,4.802553332181536876e-05,4.214687872770581990e-05,7.459894761488835568e-01,-6.657188880439319778e-01,-1.771323741962005371e-02,-2.074800419605654384e-03,-1.817647477489028060e-03,4.448446489273272502e-04,-6.669437167982430765e-04,4.169809031768832264e-04,4.065134691007180165e-04,-3.117947802132419984e-04,-4.977198084786576410e-02,8.122618567267519962e-02,1.101973864937804901e-02
7670154876515,-4.890937650162238866e-05,3.337611902517219879e-05,1.547672021823002435e-05,7.460094394007172891e-01,-6.656980933685175961e-01,-1.765807751602446393e-02,-2.038898964173204310e-03,-1.555256281949546479e-03,-7.700956614129564868e-05,-1.197222386351192098e-03,3.066698677550918771e-04,3.177596941254734399e-04,-3.508913200105642565e-04,-4.976410601696739516e-02,8.039664080054759188e-02,1.112706484903672362e-02
