#timestamp,p_WS_W_x,p_WS_W_y,p_WS_W_z,q_WS_w,q_WS_x,q_WS_y,q_WS_z,v_WS_W_x,v_WS_W_y,v_WS_W_z,b_g_x,b_g_y,b_g_z,b_a_x,b_a_y,b_a_z
7669855271515,-1.090006866453870744e-11,-6.092403427641402295e-12,-1.599427463472236357e-11,7.443945102611103648e-01,-6.674900580039744291e-01,-1.811727300570447133e-02,-2.366427224616025806e-03,1.715892517292753666e-03,1.505458298305420092e-02,-5.083317352020808727e-03,-5.394057490882155949e-03,2.473795495061541661e-04,3.476827297536335347e-04,-4.162645982560241736e-02,1.109975994940197302e-01,9.058977548330117424e-02,0
7669888561715,4.502273302526289524e-05,4.838500646882204080e-04,-1.639104058904777709e-04,7.444287066793182639e-01,-6.674511176598698636e-01,-1.814046779953653460e-02,-2.414463576477263868e-03,1.026194049160147111e-03,1.402502186592258226e-02,-4.641082193283416549e-03,-5.394131757527091328e-03,2.473926572662801175e-04,3.476694660159770499e-04,-4.160627772587574547e-02,1.110254189252339180e-01,9.070169843449518710e-02,0
7669921856015,7.215200702805327942e-05,9.366500297208274961e-04,-3.095460428693962997e-04,7.444926547763137670e-01,-6.673788616772031723e-01,-1.817291509355906456e-02,-2.426340363428972167e-03,6.539867458657799013e-04,1.317304544014174031e-02,-4.059543731834396561e-03,-5.394201529892815768e-03,2.474139352557855071e-04,3.476329908833220711e-04,-4.156930271548910094e-02,1.110535894369465981e-01,9.082136742835592025e-02,0
7669955139515,8.573499834619861446e-05,9.398074203280129242e-04,-2.925773470593640230e-04,7.444637205092250465e-01,-6.674121167783738651e-01,-1.814438426549676645e-02,-2.369924597701403377e-03,9.462887086857666363e-04,1.357651777549689594e-05,6.653233364775520920e-04,-5.394201529892815768e-03,2.474139352557855071e-04,3.476329908833220711e-04,-4.156930271548910094e-02,1.110535894369465981e-01,9.082136742835592025e-02,3
7669988430115,5.234612889818355261e-05,9.501902705270761718e-04,-2.946776810693016750e-04,7.444525266372741257e-01,-6.674250056010337939e-01,-1.813237237186420686e-02,-2.348308754599496076e-03,3.375272860197690763e-04,1.553317687044712594e-04,3.117236331243375944e-04,-5.394201529892815768e-03,2.474139352557855071e-04,3.476329908833220711e-04,-4.156930271548910094e-02,1.110535894369465981e-01,9.082136742835592025e-02,3
7670021726915,2.966108552171940876e-05,5.172422556290343304e-04,-1.420717033439342167e-04,7.443428997117536028e-01,-6.675486430852334285e-01,-1.808376949380173515e-02,-2.331103742215679710e-03,1.255201370539081032e-03,1.150889142984654490e-04,5.421092808363984442e-04,-5.394131757527091328e-03,2.473926572662801175e-04,3.476694660159770499e-04,-4.160627772587574547e-02,1.110254189252339180e-01,9.070169843449518710e-02,2
7670055008015,2.643652855753312529e-06,9.713740575466511470e-04,-3.113823968079807011e-04,7.444366595687610388e-01,-6.674432445361391242e-01,-1.810788793541717040e-02,-2.383192752334336879e-03,3.206410956570507841e-04,2.402212323879708621e-04,5.339372422495773391e-04,-5.394201529892815768e-03,2.474139352557855071e-04,3.476329908833220711e-04,-4.156930271548910094e-02,1.110535894369465981e-01,9.082136742835592025e-02,3
7670088298215,-4.370142185169613349e-05,4.066554678987165865e-05,5.693295810680713820e-05,7.443492295524348767e-01,-6.675435464538029828e-01,-1.801480524112761272e-02,-2.303224847972940980e-03,1.343869424112570507e-03,1.555382127548153798e-04,1.170028078108618138e-03,-5.394057490882155949e-03,2.473795495061541661e-04,3.476827297536335347e-04,-4.162645982560241736e-02,1.109975994940197302e-01,9.058977548330117424e-02,1
7670121622415,-2.776698099879767567e-05,1.478987301154747136e-05,4.493104472351696401e-05,7.443375203799740270e-01,-6.675570881276909896e-01,-1.799885615328279675e-02,-2.287142812206980312e-03,8.024488227163991154e-04,-4.061701751975471799e-05,1.112922105133540675e-03,-5.394057490882155949e-03,2.473795495061541661e-04,3.476827297536335347e-04,-4.162645982560241736e-02,1.109975994940197302e-01,9.058977548330117424e-02,1
7670154876515,-3.988071751389692099e-05,3.273391245194999538e-05,6.521533630589362016e-05,7.442937025730248513e-01,-6.676055477533929805e-01,-1.800709072928629445e-02,-2.337007166680688669e-03,7.636317692981237602e-04,2.350202996601926926e-04,1.400398975755458384e-03,-5.394057490882155949e-03,2.473795495061541661e-04,3.476827297536335347e-04,-4.162645982560241736e-02,1.109975994940197302e-01,9.058977548330117424e-02,1
